publication_number,speech,vision,nlp,kr,evo,ml,planning,hardware,comments,examiner_id
US-9963503-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-8061785-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2017148809-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2018121320-A1,not_AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-9332071-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-5818846-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2009051706-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-7200064-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-5529525-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-7220335-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2014250039-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,AI,,3
US-9856368-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2011240004-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2010101690-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,AI,not_AI,,3
US-2009125469-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-2011208689-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-6882394-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2018032869-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-8285239-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2012179454-A1,AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-5247031-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2002026313-A1,AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-8934649-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2013144598-A1,not_AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-6462586-B1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,AI,not_AI,,3
US-2015113092-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-8790205-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,"Unsure if this should be under the Controls Category, seems to be directed to mechanical controls",3
US-2002134301-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-4784825-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-5222048-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2017277628-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,AI,,3
US-2014012652-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-10042621-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-5497379-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2004090179-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2015324501-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-2002117393-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,"Unsure if this should be under the Controls category, seems to be directed to mechanical controls",3
US-2011045752-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-7566281-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-6892530-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,"Unsure if this should be under the Controls category, seems to be directed to mechanical controls",3
US-2008255621-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-5664062-A,not_AI,not_AI,not_AI,not_AI,not_AI,AI,AI,not_AI,,3
US-8951178-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2014306972-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2006100074-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-9415496-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2009110648-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-4857637-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-8993268-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2010020075-A1,not_AI,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,,3
US-2017250558-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,"Unsure if this should be under the Controls category, seems to be directed to mechanical controls",3
US-7328147-B2,not_AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-2008028728-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-9797361-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,"Unsure if this should be under the Controls category, seems to be directed to mechanical controls",3
US-2013297501-A1,not_AI,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,,3
US-2017286400-A1,not_AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-9941387-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2013041097-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2009006233-A1,not_AI,not_AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,,3
US-9227547-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2013169933-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2004113144-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-5097315-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2018285248-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-7870961-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-6341630-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-9785717-B1,not_AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-2013317806-A1,not_AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,3
US-2006276405-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2017274972-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2007280536-A1,not_AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,3
US-9198298-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2007051039-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-10025437-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-4641154-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2006035930-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2013233782-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-5595366-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-7395475-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,Unsure if this should be under Controls category,3
US-9257887-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-5012757-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,Unsure if this should be under Controls category,3
US-6171158-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-6014256-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-5508863-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2009151657-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,Unsure if this should be under Controls category,3
US-2010112061-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-7252534-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-9589654-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,AI,,3
US-2003007570-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2002049595-A1,AI,AI,not_AI,AI,not_AI,not_AI,AI,not_AI,,3
US-2014244259-A1,AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,3
US-4471592-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-9721001-B2,not_AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,3
US-2002140803-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,"Unsure if this should be under Controls category, seems to be directed to mechanical controls",3
US-6145089-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-9250208-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2018139153-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,AI,,3
US-2010304943-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-9367288-B2,not_AI,not_AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-2009027770-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2014051215-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-6213347-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2015256714-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2013320348-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,"Unsure if this should be under Controls category, seems to be directed to mechanical controls",3
US-2013058430-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2012000724-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2015016013-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-2003177450-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,AI,AI,,3
US-10074876-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-7817939-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,"Unsure if this should be under Controls category, seems to be directed to mechanical controls",3
US-2011171632-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-5675663-A,not_AI,AI,not_AI,AI,not_AI,AI,AI,not_AI,,3
US-2010011037-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,3
US-2015160202-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,3
US-5761637-A,AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2015212836-A1,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2017024858-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2006239390-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,4
US-8805892-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2011254325-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-7331211-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2012190851-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-7364158-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-4058629-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2012005145-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,not_AI,not_AI,,4
US-2005081986-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-4583517-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-7261304-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,4
US-6703842-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,4
US-2006157243-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-9694044-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2018157645-A1,not_AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2014205285-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2015025339-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2005001735-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2017076217-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,4
US-2014317429-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,4
US-2013042969-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2014188433-A1,not_AI,not_AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,,4
US-10012544-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-7159830-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-9550313-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2015086374-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2013346381-A1,not_AI,not_AI,AI,AI,not_AI,not_AI,not_AI,not_AI,,4
US-2007181276-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-9276417-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,4
US-2009267432-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-9711122-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-6079731-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2010331108-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-7913525-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2003093181-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,4
US-2014136197-A1,AI,not_AI,AI,not_AI,not_AI,AI,not_AI,not_AI,,4
US-6353766-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,4
US-2003135176-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2007008638-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2014364859-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-4739496-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-9771844-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-4420937-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-9529614-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2011296936-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2012173470-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,4
US-5232577-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2014022144-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2016203118-A1,not_AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,4
US-2008093547-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-9427443-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2016137416-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,4
US-9854660-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-7399688-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2010273548-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-5479573-A,not_AI,not_AI,not_AI,not_AI,not_AI,AI,AI,not_AI,,4
US-2016307067-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,not_AI,not_AI,,4
US-2013178378-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-7335380-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2015310112-A1,not_AI,not_AI,AI,AI,not_AI,not_AI,not_AI,not_AI,,4
US-2014029186-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-9341720-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2017032248-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,not_AI,not_AI,,4
US-2013073501-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,AI,,4
US-2014004006-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,1.0,4
US-2015167685-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2004062597-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2018293806-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,not_AI,not_AI,,4
US-2016086058-A1,not_AI,AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,4
US-2011106892-A1,not_AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-4482064-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-7389618-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-5995108-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2015217050-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,4
US-10053727-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2005205763-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2015269489-A1,not_AI,not_AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,,4
US-2016171340-A1,not_AI,AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,4
US-2017286401-A1,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,not_AI,,4
US-2005194868-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-4126470-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2014376804-A1,not_AI,AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,4
US-5148055-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2005034608-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2011058666-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,4
US-2012098486-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2018127928-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2012317611-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2004136066-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-5042175-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2013139393-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2007134436-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-9486125-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-7391725-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-8920762-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-6910005-B2,AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,4
US-2010153532-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,4
US-7731613-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-4661629-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2005065902-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,not_AI,not_AI,,4
US-5154120-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-5579484-A,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,4
US-2016370681-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2005246302-A1,not_AI,not_AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,,4
US-5185816-A,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,4
US-5604640-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-9036496-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2018374287-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2017115010-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,4
US-6246644-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-7705217-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2018114064-A1,not_AI,AI,not_AI,not_AI,not_AI,AI,AI,not_AI,,4
US-2012102512-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2008291787-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-8543407-B1,AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2005205712-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2011103861-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-8533172-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-6287081-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-9747107-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,4
US-2005182330-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2018181822-A1,not_AI,AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,4
US-8168886-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-7696525-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-6062126-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2017300807-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,AI,,4
US-4445112-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2005010889-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,4
US-2011098999-A1,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,not_AI,,4
US-5005015-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2016061590-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2004048374-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-8866983-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-4587264-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2016034825-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,4
US-2003033199-A1,not_AI,not_AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,,4
US-6030091-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2012274384-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2009054800-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2014143194-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,4
US-2018157969-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,AI,,4
US-2011085032-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-4223410-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-5822985-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-3995021-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-10049102-B2,not_AI,not_AI,AI,AI,not_AI,not_AI,not_AI,not_AI,,4
US-2007272143-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,4
US-2018293220-A1,not_AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2006155660-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,4
US-2018080980-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,4
US-2018259608-A1,not_AI,AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,4
US-2015012471-A1,not_AI,not_AI,not_AI,AI,AI,AI,not_AI,not_AI,,4
